iter	RMSE
812	74.48937458
813	74.27769164
814	73.99514056
815	73.76515749
816	73.59707351
817	73.23357972
818	73.03547859
819	72.55113773
820	72.19489713
821	71.90851783
822	71.49500874
823	71.02089116
824	70.78296721
825	70.43756639
826	70.25775364
827	69.86627711
828	69.44258641
829	69.11451285
830	68.803328
831	68.52854942
832	68.26732721
833	67.92703091
834	67.68843951
835	67.46980675
836	67.00465802
837	66.90417977
838	66.71966652
839	66.51781314
840	66.22043814
841	66.07365298
842	65.81647491
843	65.37166108
844	65.20566622
845	65.04520619
846	64.61485425
847	64.1931353
848	64.05968464
849	64.00004188
850	63.66248369
851	63.46278173
852	63.22711079
853	63.05887015
854	62.74944195
855	62.39169788
856	62.10954872
857	61.85185784
858	61.57936658
859	61.30603417
860	61.17891632
861	60.80102682
862	60.73995416
863	60.68856189
864	60.27795908
865	59.95478823
866	59.60418888
867	59.31962748
868	59.15120382
869	58.95051853
870	58.75379879
871	58.45801662
872	58.31929013
873	58.11065232
874	58.02012712
875	57.71892249
876	57.40060411
877	57.03122207
878	56.87347226
879	56.8128719
880	56.51136037
881	56.19345569
882	56.12530946
883	55.92675194
884	55.64118109
885	55.29132984
886	55.10688322
887	54.8765063
888	54.68196232
889	54.57043804
890	54.4141509
891	54.11478786
892	54.0170747
893	53.80516944
894	53.66437576
895	53.40214587
896	53.35732068
897	53.06883712
898	52.72198676
899	52.46620786
900	52.41551895
901	52.23281145
902	52.15774256
903	52.10659711
904	51.91940245
905	51.78595795
906	51.64176756
907	51.35954403
908	51.08314722
909	50.86714236
910	50.61890951
911	50.30402648
912	50.23443617
913	50.05632795
914	49.99658235
915	49.85008368
916	49.63248932
917	49.53943763
918	49.35931152
919	49.16228114
920	48.87508746
921	48.68279382
922	48.52594054
923	48.31860336
924	48.11659623
925	47.86940688
926	47.64312936
927	47.49933752
928	47.26119763
929	47.0285834
930	46.98350085
931	46.70954291
932	46.61664422
933	46.35036596
934	46.1765513
935	45.8745878
936	45.70435502
937	45.52952806
938	45.38298425
939	45.32856318
940	45.24431763
941	45.17076738
942	45.05406051
943	44.96053754
944	44.76370148
945	44.49474882
946	44.35845739
947	44.30643058
948	44.10415215
949	43.98024535
950	43.80890919
951	43.75432653
952	43.55476194
953	43.42407885
954	43.12521504
955	42.96459755
956	42.89716255
957	42.80587648
958	42.58756175
959	42.40057463
960	42.16868618
961	41.92917011
962	41.7796799
963	41.65063309
964	41.50394215
965	41.27770469
966	41.20337005
967	40.98527111
968	40.69568373
969	40.38935182
970	40.23542201
971	40.18217566
972	40.00966557
973	39.82552202
974	39.67211022
975	39.52709881
976	39.38569054
977	39.20232928
978	39.11517811
979	38.97026543
980	38.73858275
981	38.56173634
982	38.29699279
983	38.1130537
984	37.9393831
985	37.78474598
986	37.64921886
987	37.43890272
988	37.35000729
989	37.20390022
990	37.05317539
991	36.86698911
992	36.80294746
993	36.687423
994	36.5583549
995	36.33622941
996	36.07112639
997	36.03691425
998	35.93699551
999	35.75232353
